Time,ParticipantID,DatasetID,TechniqueID,RepetitionID,mapPosx,mapPosy,mapPosz,mapRotaionx,mapRotationy,mapRotationz,markerHandPosx,markerHandPosy,markerHandPosz,reletivePosx,reletivePosy,reletivePosz,Lable
6.670746,16,3,3,1,0.6916402,0.979369,0.3322926,285.7007,221.8828,104.4952,0.7027532,1.015967,0.27989,-1.051947,5.47576,5.0992,SelectionStart
6.670746,16,3,3,1,0.6916402,0.979369,0.3322926,285.7007,221.8828,104.4952,0.7027532,1.015967,0.27989,-1.051947,5.47576,5.0992,SelectionEnd
6.680328,16,3,3,1,0.6916402,0.979369,0.3322926,285.7007,221.8828,104.4952,0.7027532,1.015967,0.27989,-1.051947,5.47576,5.0992,GotSelection
6.738007,16,3,3,1,0.6877429,0.980108,0.3336906,286.2422,225.7481,100.5482,0.7019346,1.013984,0.2796228,-0.9083485,5.930384,4.685845,SelectionStart
6.738037,16,3,3,1,0.6877429,0.980108,0.3336906,286.2422,225.7481,100.5482,0.7019346,1.013984,0.2796228,-0.9083485,5.930384,4.685845,SelectionEnd
6.748291,16,3,3,1,0.6877429,0.980108,0.3336906,286.2422,225.7481,100.5482,0.7019346,1.013984,0.2796228,-0.9083485,5.930384,4.685845,GotSelection
6.764374,16,3,3,1,0.6858628,0.9797441,0.335498,286.2969,227.377,98.57188,0.701315,1.012244,0.2800157,-0.9555504,6.184996,4.489417,SelectionStart
6.764374,16,3,3,1,0.6858628,0.9797441,0.335498,286.2969,227.377,98.57188,0.701315,1.012244,0.2800157,-0.9555504,6.184996,4.489417,SelectionEnd
6.773956,16,3,3,1,0.6858628,0.9797441,0.335498,286.2969,227.377,98.57188,0.701315,1.012244,0.2800157,-0.9555504,6.184996,4.489417,GotSelection
6.79303,16,3,3,1,0.6844404,0.9796506,0.3369596,286.3362,228.0949,97.51991,0.7018175,1.011043,0.2798958,-0.9462516,6.477612,4.333417,SelectionStart
6.79303,16,3,3,1,0.6844404,0.9796506,0.3369596,286.3362,228.0949,97.51991,0.7018175,1.011043,0.2798958,-0.9462516,6.477612,4.333417,SelectionEnd
6.80188,16,3,3,1,0.6844404,0.9796506,0.3369596,286.3362,228.0949,97.51991,0.7018175,1.011043,0.2798958,-0.9462516,6.477612,4.333417,GotSelection
6.828003,16,3,3,1,0.6822991,0.9800521,0.3378015,286.5863,229.7454,95.71482,0.7011341,1.00939,0.2806763,-0.8860196,6.616214,4.024039,SelectionStart
6.828064,16,3,3,1,0.6822991,0.9800521,0.3378015,286.5863,229.7454,95.71482,0.7011341,1.00939,0.2806763,-0.8860196,6.616214,4.024039,SelectionEnd
6.840942,16,3,3,1,0.6822991,0.9800521,0.3378015,286.5863,229.7454,95.71482,0.7011341,1.00939,0.2806763,-0.8860196,6.616214,4.024039,GotSelection
6.86142,16,3,3,1,0.6790444,0.9816222,0.338785,287.1656,233.29,92.06457,0.7004464,1.006613,0.2813666,-0.8036392,6.884478,3.370969,SelectionStart
6.86145,16,3,3,1,0.6790444,0.9816222,0.338785,287.1656,233.29,92.06457,0.7004464,1.006613,0.2813666,-0.8036392,6.884478,3.370969,SelectionEnd
6.872559,16,3,3,1,0.6790444,0.9816222,0.338785,287.1656,233.29,92.06457,0.7004464,1.006613,0.2813666,-0.8036392,6.884478,3.370969,GotSelection
6.921539,16,3,3,1,0.6743621,0.9868038,0.3373302,288.8647,236.791,88.80655,0.6992639,1.003924,0.281931,-0.5485182,6.976938,2.24479,SelectionStart
6.921539,16,3,3,1,0.6743621,0.9868038,0.3373302,288.8647,236.791,88.80655,0.6992639,1.003924,0.281931,-0.5485182,6.976938,2.24479,SelectionEnd
6.937866,16,3,3,1,0.6743621,0.9868038,0.3373302,288.8647,236.791,88.80655,0.6992639,1.003924,0.281931,-0.5485182,6.976938,2.24479,GotSelection
6.956818,16,3,3,1,0.6726876,0.9879669,0.3377233,289.3542,238.9382,86.72829,0.6989667,1.002926,0.2816468,-0.5375569,7.154743,1.891633,SelectionStart
6.956818,16,3,3,1,0.6726876,0.9879669,0.3377233,289.3542,238.9382,86.72829,0.6989667,1.002926,0.2816468,-0.5375569,7.154743,1.891633,SelectionEnd
6.965942,16,3,3,1,0.6726876,0.9879669,0.3377233,289.3542,238.9382,86.72829,0.6989667,1.002926,0.2816468,-0.5375569,7.154743,1.891633,GotSelection
6.983734,16,3,3,1,0.6712118,0.9886284,0.3383569,289.7188,240.3304,85.30473,0.698855,1.001865,0.2811472,-0.5557657,7.36235,1.620186,SelectionStart
6.983734,16,3,3,1,0.6712118,0.9886284,0.3383569,289.7188,240.3304,85.30473,0.698855,1.001865,0.2811472,-0.5557657,7.36235,1.620186,SelectionEnd
6.992493,16,3,3,1,0.6712118,0.9886284,0.3383569,289.7188,240.3304,85.30473,0.698855,1.001865,0.2811472,-0.5557657,7.36235,1.620186,GotSelection
7.01059,16,3,3,1,0.6707269,0.9886174,0.3385633,289.828,240.1949,85.34092,0.6988742,1.001684,0.2812786,-0.5302799,7.40007,1.591614,SelectionStart
7.01062,16,3,3,1,0.6707269,0.9886174,0.3385633,289.828,240.1949,85.34092,0.6988742,1.001684,0.2812786,-0.5302799,7.40007,1.591614,SelectionEnd
7.01947,16,3,3,1,0.6707269,0.9886174,0.3385633,289.828,240.1949,85.34092,0.6988742,1.001684,0.2812786,-0.5302799,7.40007,1.591614,GotSelection
7.070251,16,3,3,1,0.6681485,0.9891574,0.3401876,290.343,242.2831,83.06547,0.6989043,1.000123,0.2808862,-0.5370432,7.772193,1.211824,SelectionStart
7.070282,16,3,3,1,0.6681485,0.9891574,0.3401876,290.343,242.2831,83.06547,0.6989043,1.000123,0.2808862,-0.5370432,7.772193,1.211824,SelectionEnd
7.079468,16,3,3,1,0.6681485,0.9891574,0.3401876,290.343,242.2831,83.06547,0.6989043,1.000123,0.2808862,-0.5370432,7.772193,1.211824,GotSelection
7.096985,16,3,3,1,0.6672736,0.9903451,0.3395086,290.8491,242.7861,82.75333,0.6994314,0.9990603,0.2806273,-0.4465632,7.81752,0.8793037,SelectionStart
7.096985,16,3,3,1,0.6672736,0.9903451,0.3395086,290.8491,242.7861,82.75333,0.6994314,0.9990603,0.2806273,-0.4465632,7.81752,0.8793037,SelectionEnd
7.105957,16,3,3,1,0.6672736,0.9903451,0.3395086,290.8491,242.7861,82.75333,0.6994314,0.9990603,0.2806273,-0.4465632,7.81752,0.8793037,GotSelection
7.123352,16,3,3,1,0.6663455,0.9916573,0.338646,291.4021,243.4925,82.31977,0.6999793,0.9979982,0.2807581,-0.3148966,7.809562,0.5064573,SelectionStart
7.123383,16,3,3,1,0.6663455,0.9916573,0.338646,291.4021,243.4925,82.31977,0.6999793,0.9979982,0.2807581,-0.3148966,7.809562,0.5064573,SelectionEnd
7.132385,16,3,3,1,0.6663455,0.9916573,0.338646,291.4021,243.4925,82.31977,0.6999793,0.9979982,0.2807581,-0.3148966,7.809562,0.5064573,GotSelection
7.149719,16,3,3,1,0.6658818,0.9921813,0.3383249,291.6408,244.2823,81.70881,0.7000918,0.9974478,0.2814925,-0.2255759,7.740755,0.3055792,SelectionStart
7.14975,16,3,3,1,0.6658818,0.9921813,0.3383249,291.6408,244.2823,81.70881,0.7000918,0.9974478,0.2814925,-0.2255759,7.740755,0.3055792,SelectionEnd
7.158722,16,3,3,1,0.6658818,0.9921813,0.3383249,291.6408,244.2823,81.70881,0.7000918,0.9974478,0.2814925,-0.2255759,7.740755,0.3055792,GotSelection
7.179291,16,3,3,1,0.6649761,0.9937851,0.3370958,292.2217,245.1013,81.25954,0.7001122,0.9958028,0.2820236,-0.1326385,7.609018,-0.1649556,SelectionStart
7.179321,16,3,3,1,0.6649761,0.9937851,0.3370958,292.2217,245.1013,81.25954,0.7001122,0.9958028,0.2820236,-0.1326385,7.609018,-0.1649556,SelectionEnd
7.189667,16,3,3,1,0.6649761,0.9937851,0.3370958,292.2217,245.1013,81.25954,0.7001122,0.9958028,0.2820236,-0.1326385,7.609018,-0.1649556,GotSelection
7.242889,16,3,3,1,0.6627175,0.9972447,0.3348412,293.3927,246.3022,80.59429,0.7010745,0.9926133,0.2828575,0.08991244,7.454244,-1.153069,SelectionStart
7.24292,16,3,3,1,0.6627175,0.9972447,0.3348412,293.3927,246.3022,80.59429,0.7010745,0.9926133,0.2828575,0.08991244,7.454244,-1.153069,SelectionEnd
7.25528,16,3,3,1,0.6627175,0.9972447,0.3348412,293.3927,246.3022,80.59429,0.7010745,0.9926133,0.2828575,0.08991244,7.454244,-1.153069,GotSelection
7.272919,16,3,3,1,0.6617743,0.9986557,0.3338872,293.8784,246.8563,80.28577,0.7014461,0.9910717,0.2833869,0.1743164,7.359219,-1.591737,SelectionStart
7.272949,16,3,3,1,0.6617743,0.9986557,0.3338872,293.8784,246.8563,80.28577,0.7014461,0.9910717,0.2833869,0.1743164,7.359219,-1.591737,SelectionEnd
7.281921,16,3,3,1,0.6617743,0.9986557,0.3338872,293.8784,246.8563,80.28577,0.7014461,0.9910717,0.2833869,0.1743164,7.359219,-1.591737,GotSelection
7.30014,16,3,3,1,0.6610669,1.000557,0.3323603,294.4443,247.1246,80.34278,0.7012942,0.9895738,0.2841474,0.2198158,7.132797,-2.047586,SelectionStart
7.300171,16,3,3,1,0.6610669,1.000557,0.3323603,294.4443,247.1246,80.34278,0.7012942,0.9895738,0.2841474,0.2198158,7.132797,-2.047586,SelectionEnd
7.309418,16,3,3,1,0.6610669,1.000557,0.3323603,294.4443,247.1246,80.34278,0.7012942,0.9895738,0.2841474,0.2198158,7.132797,-2.047586,GotSelection
7.328979,16,3,3,1,0.6607175,1.002467,0.3303049,295.0111,247.7424,80.31686,0.7014751,0.9881706,0.2852272,0.3344885,6.810164,-2.525566,SelectionStart
7.32901,16,3,3,1,0.6607175,1.002467,0.3303049,295.0111,247.7424,80.31686,0.7014751,0.9881706,0.2852272,0.3344885,6.810164,-2.525566,SelectionEnd
7.339233,16,3,3,1,0.6607175,1.002467,0.3303049,295.0111,247.7424,80.31686,0.7014751,0.9881706,0.2852272,0.3344885,6.810164,-2.525566,GotSelection
7.35788,16,3,3,1,0.6603452,1.0045,0.3285276,295.6326,248.4815,80.08319,0.7013129,0.9868165,0.2868336,0.4032471,6.43322,-3.006542,SelectionStart
7.35791,16,3,3,1,0.6603452,1.0045,0.3285276,295.6326,248.4815,80.08319,0.7013129,0.9868165,0.2868336,0.4032471,6.43322,-3.006542,SelectionEnd
7.367493,16,3,3,1,0.6603452,1.0045,0.3285276,295.6326,248.4815,80.08319,0.7013129,0.9868165,0.2868336,0.4032471,6.43322,-3.006542,GotSelection
7.416656,16,3,3,1,0.6601887,1.007872,0.3247684,296.5797,249.5444,80.07598,0.7018287,0.9854233,0.2889594,0.6009787,5.792709,-3.719147,SelectionStart
7.416687,16,3,3,1,0.6601887,1.007872,0.3247684,296.5797,249.5444,80.07598,0.7018287,0.9854233,0.2889594,0.6009787,5.792709,-3.719147,SelectionEnd
7.427979,16,3,3,1,0.6601887,1.007872,0.3247684,296.5797,249.5444,80.07598,0.7018287,0.9854233,0.2889594,0.6009787,5.792709,-3.719147,GotSelection
7.445587,16,3,3,1,0.660166,1.010024,0.3224021,297.1317,250.0389,80.2335,0.7023832,0.9848231,0.2902231,0.7298253,5.403298,-4.136211,SelectionStart
7.445618,16,3,3,1,0.660166,1.010024,0.3224021,297.1317,250.0389,80.2335,0.7023832,0.9848231,0.2902231,0.7298253,5.403298,-4.136211,SelectionEnd
7.454926,16,3,3,1,0.660166,1.010024,0.3224021,297.1317,250.0389,80.2335,0.7023832,0.9848231,0.2902231,0.7298253,5.403298,-4.136211,GotSelection
7.47403,16,3,3,1,0.6597376,1.012009,0.3204384,297.6764,250.4398,80.32378,0.7027892,0.9844218,0.2912981,0.8418965,5.090662,-4.512105,SelectionStart
7.47406,16,3,3,1,0.6597376,1.012009,0.3204384,297.6764,250.4398,80.32378,0.7027892,0.9844218,0.2912981,0.8418965,5.090662,-4.512105,SelectionEnd
7.483917,16,3,3,1,0.6597376,1.012009,0.3204384,297.6764,250.4398,80.32378,0.7027892,0.9844218,0.2912981,0.8418965,5.090662,-4.512105,GotSelection
7.502502,16,3,3,1,0.6599334,1.013796,0.3176416,298.1487,250.8301,80.75246,0.7032,0.9845067,0.2919731,0.9798057,4.696959,-4.790148,SelectionStart
7.502533,16,3,3,1,0.6599334,1.013796,0.3176416,298.1487,250.8301,80.75246,0.7032,0.9845067,0.2919731,0.9798057,4.696959,-4.790148,SelectionEnd
7.511444,16,3,3,1,0.6599334,1.013796,0.3176416,298.1487,250.8301,80.75246,0.7032,0.9845067,0.2919731,0.9798057,4.696959,-4.790148,GotSelection
7.561523,16,3,3,1,0.660628,1.015483,0.3137305,298.8532,253.0359,80.30534,0.7037068,0.9843034,0.2943408,1.236664,3.887666,-5.178486,SelectionStart
7.561554,16,3,3,1,0.660628,1.015483,0.3137305,298.8532,253.0359,80.30534,0.7037068,0.9843034,0.2943408,1.236664,3.887666,-5.178486,SelectionEnd
7.573151,16,3,3,1,0.660628,1.015483,0.3137305,298.8532,253.0359,80.30534,0.7037068,0.9843034,0.2943408,1.236664,3.887666,-5.178486,GotSelection
7.591766,16,3,3,1,0.660629,1.016914,0.3113675,299.4072,253.4916,80.61195,0.7038819,0.9841152,0.2955601,1.329586,3.459819,-5.442473,SelectionStart
7.591766,16,3,3,1,0.660629,1.016914,0.3113675,299.4072,253.4916,80.61195,0.7038819,0.9841152,0.2955601,1.329586,3.459819,-5.442473,SelectionEnd
7.601074,16,3,3,1,0.660629,1.016914,0.3113675,299.4072,253.4916,80.61195,0.7038819,0.9841152,0.2955601,1.329586,3.459819,-5.442473,GotSelection
7.618225,16,3,3,1,0.6597355,1.017573,0.3111517,299.8055,253.8416,80.35873,0.7035991,0.9838064,0.2965223,1.352623,3.331839,-5.615778,SelectionStart
7.618256,16,3,3,1,0.6597355,1.017573,0.3111517,299.8055,253.8416,80.35873,0.7035991,0.9838064,0.2965223,1.352623,3.331839,-5.615778,SelectionEnd
7.626678,16,3,3,1,0.6597355,1.017573,0.3111517,299.8055,253.8416,80.35873,0.7035991,0.9838064,0.2965223,1.352623,3.331839,-5.615778,GotSelection
7.645874,16,3,3,1,0.6591024,1.018594,0.3101533,300.3079,254.9126,79.83246,0.7036791,0.9833212,0.2982099,1.435751,2.994917,-5.893631,SelectionStart
7.645905,16,3,3,1,0.6591024,1.018594,0.3101533,300.3079,254.9126,79.83246,0.7036791,0.9833212,0.2982099,1.435751,2.994917,-5.893631,SelectionEnd
7.655121,16,3,3,1,0.6591024,1.018594,0.3101533,300.3079,254.9126,79.83246,0.7036791,0.9833212,0.2982099,1.435751,2.994917,-5.893631,GotSelection
7.67511,16,3,3,1,0.6599773,1.019275,0.3077855,300.5347,255.8735,79.86121,0.7039198,0.9828733,0.2995422,1.505271,2.483884,-6.05414,SelectionStart
7.67514,16,3,3,1,0.6599773,1.019275,0.3077855,300.5347,255.8735,79.86121,0.7039198,0.9828733,0.2995422,1.505271,2.483884,-6.05414,SelectionEnd
7.684662,16,3,3,1,0.6599773,1.019275,0.3077855,300.5347,255.8735,79.86121,0.7039198,0.9828733,0.2995422,1.505271,2.483884,-6.05414,GotSelection
7.7388,16,3,3,1,0.6609957,1.020986,0.3052648,301.0104,257.5326,79.43073,0.7037512,0.9814957,0.3031228,1.479951,1.617505,-6.419192,SelectionStart
7.7388,16,3,3,1,0.6609957,1.020986,0.3052648,301.0104,257.5326,79.43073,0.7037512,0.9814957,0.3031228,1.479951,1.617505,-6.419192,SelectionEnd
7.750916,16,3,3,1,0.6609957,1.020986,0.3052648,301.0104,257.5326,79.43073,0.7037512,0.9814957,0.3031228,1.479951,1.617505,-6.419192,GotSelection
7.768219,16,3,3,1,0.6614392,1.022262,0.3031126,301.2906,257.9119,79.72241,0.7038878,0.9803622,0.3052156,1.472064,1.075715,-6.707552,SelectionStart
7.76825,16,3,3,1,0.6614392,1.022262,0.3031126,301.2906,257.9119,79.72241,0.7038878,0.9803622,0.3052156,1.472064,1.075715,-6.707552,SelectionEnd
7.777832,16,3,3,1,0.6614392,1.022262,0.3031126,301.2906,257.9119,79.72241,0.7038878,0.9803622,0.3052156,1.472064,1.075715,-6.707552,GotSelection
7.795929,16,3,3,1,0.6621953,1.023452,0.3012093,301.5682,258.5415,79.73391,0.7043631,0.9796481,0.3070252,1.464541,0.5821105,-6.936978,SelectionStart
7.795959,16,3,3,1,0.6621953,1.023452,0.3012093,301.5682,258.5415,79.73391,0.7043631,0.9796481,0.3070252,1.464541,0.5821105,-6.936978,SelectionEnd
7.805756,16,3,3,1,0.6621953,1.023452,0.3012093,301.5682,258.5415,79.73391,0.7043631,0.9796481,0.3070252,1.464541,0.5821105,-6.936978,GotSelection
7.828888,16,3,3,1,0.6637286,1.024152,0.2990577,301.5594,259.2123,79.87727,0.7051433,0.9800247,0.3092107,1.557708,0.01522375,-6.975014,SelectionStart
7.828918,16,3,3,1,0.6637286,1.024152,0.2990577,301.5594,259.2123,79.87727,0.7051433,0.9800247,0.3092107,1.557708,0.01522375,-6.975014,SelectionEnd
7.838409,16,3,3,1,0.6637286,1.024152,0.2990577,301.5594,259.2123,79.87727,0.7051433,0.9800247,0.3092107,1.557708,0.01522375,-6.975014,GotSelection
7.856384,16,3,3,1,0.6644437,1.024546,0.2979636,301.5418,259.1897,80.22707,0.7052977,0.9801785,0.3100583,1.566749,-0.228574,-6.987061,SelectionStart
7.856415,16,3,3,1,0.6644437,1.024546,0.2979636,301.5418,259.1897,80.22707,0.7052977,0.9801785,0.3100583,1.566749,-0.228574,-6.987061,SelectionEnd
7.865295,16,3,3,1,0.6644437,1.024546,0.2979636,301.5418,259.1897,80.22707,0.7052977,0.9801785,0.3100583,1.566749,-0.228574,-6.987061,GotSelection
7.915436,16,3,3,1,0.6670201,1.025072,0.2953761,301.3584,259.4274,80.73676,0.7062854,0.9808702,0.3134682,1.668916,-0.9763737,-6.936625,SelectionStart
7.915466,16,3,3,1,0.6670201,1.025072,0.2953761,301.3584,259.4274,80.73676,0.7062854,0.9808702,0.3134682,1.668916,-0.9763737,-6.936625,SelectionEnd
7.925232,16,3,3,1,0.6670201,1.025072,0.2953761,301.3584,259.4274,80.73676,0.7062854,0.9808702,0.3134682,1.668916,-0.9763737,-6.936625,GotSelection
7.943176,16,3,3,1,0.6685515,1.025174,0.2933141,301.2234,259.5161,81.27597,0.7061809,0.9808473,0.3155593,1.661334,-1.515675,-6.893041,SelectionStart
7.943176,16,3,3,1,0.6685515,1.025174,0.2933141,301.2234,259.5161,81.27597,0.7061809,0.9808473,0.3155593,1.661334,-1.515675,-6.893041,SelectionEnd
7.951996,16,3,3,1,0.6685515,1.025174,0.2933141,301.2234,259.5161,81.27597,0.7061809,0.9808473,0.3155593,1.661334,-1.515675,-6.893041,GotSelection
7.971069,16,3,3,1,0.6706187,1.025262,0.2903892,301.0829,259.778,81.8997,0.7065173,0.9811307,0.317895,1.683333,-2.195414,-6.819633,SelectionStart
7.9711,16,3,3,1,0.6706187,1.025262,0.2903892,301.0829,259.778,81.8997,0.7065173,0.9811307,0.317895,1.683333,-2.195414,-6.819633,SelectionEnd
7.980042,16,3,3,1,0.6706187,1.025262,0.2903892,301.0829,259.778,81.8997,0.7065173,0.9811307,0.317895,1.683333,-2.195414,-6.819633,GotSelection
7.997772,16,3,3,1,0.6716436,1.025603,0.2891099,301.0571,260.1833,81.99906,0.7068214,0.9816806,0.3201159,1.731701,-2.644474,-6.782542,SelectionStart
7.997803,16,3,3,1,0.6716436,1.025603,0.2891099,301.0571,260.1833,81.99906,0.7068214,0.9816806,0.3201159,1.731701,-2.644474,-6.782542,SelectionEnd
8.006775,16,3,3,1,0.6716436,1.025603,0.2891099,301.0571,260.1833,81.99906,0.7068214,0.9816806,0.3201159,1.731701,-2.644474,-6.782542,GotSelection
8.024506,16,3,3,1,0.6721514,1.025724,0.2882331,301.0605,260.295,82.12419,0.7069138,0.9821475,0.3211347,1.764625,-2.879975,-6.739867,SelectionStart
8.024536,16,3,3,1,0.6721514,1.025724,0.2882331,301.0605,260.295,82.12419,0.7069138,0.9821475,0.3211347,1.764625,-2.879975,-6.739867,SelectionEnd
8.032898,16,3,3,1,0.6721514,1.025724,0.2882331,301.0605,260.295,82.12419,0.7069138,0.9821475,0.3211347,1.764625,-2.879975,-6.739867,GotSelection
8.08255,16,3,3,1,0.6752992,1.025207,0.2851035,300.611,260.8052,82.65751,0.7077792,0.9848614,0.3248312,1.951956,-3.744297,-6.322108,SelectionStart
8.082611,16,3,3,1,0.6752992,1.025207,0.2851035,300.611,260.8052,82.65751,0.7077792,0.9848614,0.3248312,1.951956,-3.744297,-6.322108,SelectionEnd
8.092285,16,3,3,1,0.6752992,1.025207,0.2851035,300.611,260.8052,82.65751,0.7077792,0.9848614,0.3248312,1.951956,-3.744297,-6.322108,GotSelection
8.204376,16,3,3,1,0.6799549,1.024491,0.2804568,299.8307,260.3718,84.27254,0.7085894,0.9902934,0.3347983,2.347484,-5.475109,-5.617326,SelectionStart
8.204407,16,3,3,1,0.6799549,1.024491,0.2804568,299.8307,260.3718,84.27254,0.7085894,0.9902934,0.3347983,2.347484,-5.475109,-5.617326,SelectionEnd
8.215637,16,3,3,1,0.6799549,1.024491,0.2804568,299.8307,260.3718,84.27254,0.7085894,0.9902934,0.3347983,2.347484,-5.475109,-5.617326,GotSelection
8.234009,16,3,3,1,0.6807373,1.024589,0.2799333,299.7747,260.8453,84.07618,0.7091442,0.9914696,0.3369724,2.449746,-5.810378,-5.495014,SelectionStart
8.234039,16,3,3,1,0.6807373,1.024589,0.2799333,299.7747,260.8453,84.07618,0.7091442,0.9914696,0.3369724,2.449746,-5.810378,-5.495014,SelectionEnd
8.24292,16,3,3,1,0.6807373,1.024589,0.2799333,299.7747,260.8453,84.07618,0.7091442,0.9914696,0.3369724,2.449746,-5.810378,-5.495014,GotSelection
8.259888,16,3,3,1,0.6814232,1.024238,0.2795623,299.6108,261.1167,84.00613,0.7094508,0.9924071,0.338172,2.529907,-6.008816,-5.337442,SelectionStart
8.259918,16,3,3,1,0.6814232,1.024238,0.2795623,299.6108,261.1167,84.00613,0.7094508,0.9924071,0.338172,2.529907,-6.008816,-5.337442,SelectionEnd
8.268738,16,3,3,1,0.6814232,1.024238,0.2795623,299.6108,261.1167,84.00613,0.7094508,0.9924071,0.338172,2.529907,-6.008816,-5.337442,GotSelection
8.28537,16,3,3,1,0.6826382,1.023875,0.2785004,299.3956,261.0066,84.42163,0.7097464,0.9940368,0.3399902,2.616726,-6.355685,-5.10787,SelectionStart
8.2854,16,3,3,1,0.6826382,1.023875,0.2785004,299.3956,261.0066,84.42163,0.7097464,0.9940368,0.3399902,2.616726,-6.355685,-5.10787,SelectionEnd
8.293945,16,3,3,1,0.6826382,1.023875,0.2785004,299.3956,261.0066,84.42163,0.7097464,0.9940368,0.3399902,2.616726,-6.355685,-5.10787,GotSelection
8.310791,16,3,3,1,0.6837139,1.023595,0.2774951,299.2375,260.8303,84.81138,0.7101604,0.995846,0.3416296,2.727373,-6.663905,-4.886724,SelectionStart
8.310822,16,3,3,1,0.6837139,1.023595,0.2774951,299.2375,260.8303,84.81138,0.7101604,0.995846,0.3416296,2.727373,-6.663905,-4.886724,SelectionEnd
8.319427,16,3,3,1,0.6837139,1.023595,0.2774951,299.2375,260.8303,84.81138,0.7101604,0.995846,0.3416296,2.727373,-6.663905,-4.886724,GotSelection
8.337036,16,3,3,1,0.6841678,1.023424,0.2772501,299.1499,261.0316,84.74,0.7099948,0.9967652,0.3423908,2.750569,-6.801553,-4.734983,SelectionStart
8.337067,16,3,3,1,0.6841678,1.023424,0.2772501,299.1499,261.0316,84.74,0.7099948,0.9967652,0.3423908,2.750569,-6.801553,-4.734983,SelectionEnd
8.345734,16,3,3,1,0.6841678,1.023424,0.2772501,299.1499,261.0316,84.74,0.7099948,0.9967652,0.3423908,2.750569,-6.801553,-4.734983,GotSelection
8.395081,16,3,3,1,0.6861704,1.022302,0.2767641,298.777,261.4383,84.75021,0.7091519,0.9993682,0.3460325,2.771475,-7.356379,-4.193512,SelectionStart
8.395081,16,3,3,1,0.6861704,1.022302,0.2767641,298.777,261.4383,84.75021,0.7091519,0.9993682,0.3460325,2.771475,-7.356379,-4.193512,SelectionEnd
8.404144,16,3,3,1,0.6861704,1.022302,0.2767641,298.777,261.4383,84.75021,0.7091519,0.9993682,0.3460325,2.771475,-7.356379,-4.193512,GotSelection
8.422302,16,3,3,1,0.6869098,1.022064,0.2765476,298.7105,261.7176,84.64947,0.7088692,1.00086,0.3476865,2.801286,-7.602409,-3.955111,SelectionStart
8.422302,16,3,3,1,0.6869098,1.022064,0.2765476,298.7105,261.7176,84.64947,0.7088692,1.00086,0.3476865,2.801286,-7.602409,-3.955111,SelectionEnd
8.431,16,3,3,1,0.6869098,1.022064,0.2765476,298.7105,261.7176,84.64947,0.7088692,1.00086,0.3476865,2.801286,-7.602409,-3.955111,GotSelection
8.447662,16,3,3,1,0.6874205,1.021741,0.2759193,298.6472,261.8761,84.7216,0.7087628,1.001616,0.3481234,2.803424,-7.748693,-3.806437,SelectionStart
8.447662,16,3,3,1,0.6874205,1.021741,0.2759193,298.6472,261.8761,84.7216,0.7087628,1.001616,0.3481234,2.803424,-7.748693,-3.806437,SelectionEnd
8.456421,16,3,3,1,0.6874205,1.021741,0.2759193,298.6472,261.8761,84.7216,0.7087628,1.001616,0.3481234,2.803424,-7.748693,-3.806437,GotSelection
8.473938,16,3,3,1,0.6883391,1.021225,0.2753855,298.5343,262.1465,84.72974,0.7083135,1.003738,0.3488287,2.818891,-7.930203,-3.448386,SelectionStart
8.473969,16,3,3,1,0.6883391,1.021225,0.2753855,298.5343,262.1465,84.72974,0.7083135,1.003738,0.3488287,2.818891,-7.930203,-3.448386,SelectionEnd
8.482452,16,3,3,1,0.6883391,1.021225,0.2753855,298.5343,262.1465,84.72974,0.7083135,1.003738,0.3488287,2.818891,-7.930203,-3.448386,GotSelection
8.500244,16,3,3,1,0.6893925,1.020603,0.2753721,298.3468,262.597,84.4525,0.7080753,1.006059,0.3498929,2.87415,-8.086535,-3.046342,SelectionStart
8.500244,16,3,3,1,0.6893925,1.020603,0.2753721,298.3468,262.597,84.4525,0.7080753,1.006059,0.3498929,2.87415,-8.086535,-3.046342,SelectionEnd
8.50882,16,3,3,1,0.6893925,1.020603,0.2753721,298.3468,262.597,84.4525,0.7080753,1.006059,0.3498929,2.87415,-8.086535,-3.046342,GotSelection
8.55954,16,3,3,1,0.6906093,1.019699,0.2755799,298.0588,262.6265,84.45948,0.7084392,1.010457,0.3506346,3.101537,-8.141181,-2.446323,SelectionStart
8.55954,16,3,3,1,0.6906093,1.019699,0.2755799,298.0588,262.6265,84.45948,0.7084392,1.010457,0.3506346,3.101537,-8.141181,-2.446323,SelectionEnd
8.568726,16,3,3,1,0.6906093,1.019699,0.2755799,298.0588,262.6265,84.45948,0.7084392,1.010457,0.3506346,3.101537,-8.141181,-2.446323,GotSelection
8.585999,16,3,3,1,0.6914938,1.018981,0.2752244,297.8198,262.7256,84.53214,0.7086756,1.013483,0.3508372,3.24005,-8.210755,-2.013124,SelectionStart
8.585999,16,3,3,1,0.6914938,1.018981,0.2752244,297.8198,262.7256,84.53214,0.7086756,1.013483,0.3508372,3.24005,-8.210755,-2.013124,SelectionEnd
8.595123,16,3,3,1,0.6914938,1.018981,0.2752244,297.8198,262.7256,84.53214,0.7086756,1.013483,0.3508372,3.24005,-8.210755,-2.013124,GotSelection
8.614014,16,3,3,1,0.6922866,1.017987,0.2760702,297.5623,262.8275,84.28891,0.7097287,1.016731,0.3509255,3.506257,-8.087537,-1.566037,SelectionStart
